MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,n,MaxCl,MinCl,MeanCl,minYear,maxYear,Lat,Long,state
1VTDECWQ-501515,Water Andric,Stream,17,94.6,22.4,58.678823529411765,2010,2017,44.4124,-72.1288,VT
1VTDECWQ-501516,Water Andric,Stream,18,95.5,21.6,58.44166666666666,2010,2017,44.413,-72.1297,VT
1VTDECWQ-501517,Simpson Brook,Stream,2,7.11,3.35,5.23,2005,2006,44.3747,-72.0192,VT
1VTDECWQ-501521,Sleepers River,Stream,2,34.14,19.8,26.97,2010,2015,44.4076,-72.0225,VT
1VTDECWQ-501522,Sleepers River,Stream,1,21.4,21.4,21.4,2005,2005,44.4139,-72.025,VT
1VTDECWQ-501524,Sleepers River,Stream,1,11.4,11.4,11.4,2005,2005,44.4456,-72.0531,VT
1VTDECWQ-501525,Roy Brook,Stream,1,22.3,22.3,22.3,2005,2005,44.4475,-72.0611,VT
1VTDECWQ-501530,North Brook,Stream,1,2.86,2.86,2.86,2005,2005,44.4622,-72.1008,VT
1VTDECWQ-501532,Moose River,Stream,2,4.97,3.8,4.385,2004,2005,44.4231,-72.0094,VT
1VTDECWQ-501533,Moose River,Stream,1,4.08,4.08,4.08,2005,2005,44.4208,-71.9844,VT
1VTDECWQ-501534,Moose River,Stream,1,2.3,2.3,2.3,2004,2004,44.4331,-71.9522,VT
1VTDECWQ-501538,Stiles Brook,Stream,1,38,38,38,2005,2005,44.4128,-71.9622,VT
1VTDECWQ-501539,Chesterfield Valley Brook,Stream,1,15.4,15.4,15.4,2007,2007,44.4482,-71.9406,VT
1VTDECWQ-501541,Roberts Brook,Stream,2,34,33.4,33.7,2005,2006,44.4544,-72.0156,VT
1VTDECWQ-501542,Barnes Brook,Stream,2,5.5,2.923,4.2115,2005,2015,44.5231,-71.9442,VT
1VTDECWQ-501546,Millers Run,Stream,1,17,17,17,2005,2005,44.5656,-72.0411,VT
1VTDECWQ-501547,Millers Run,Stream,1,13.9,13.9,13.9,2004,2004,44.5797,-72.0686,VT
1VTDECWQ-501552,West Branch Passumpsic River,Stream,1,10.8,10.8,10.8,2010,2010,44.5812,-71.9826,VT
1VTDECWQ-501553,Calendar Brook,Stream,1,11.2,11.2,11.2,2010,2010,44.6226,-72.0219,VT
1VTDECWQ-501554,Calendar Brook,Stream,2,10.8,5.88,8.34,2005,2016,44.6277,-72.0301,VT
1VTDECWQ-501560,East Branch Passumpsic River,Stream,1,6.1,6.1,6.1,2004,2004,44.5603,-71.9639,VT
1VTDECWQ-501561,East Branch Passumpsic River,Stream,2,6.68,5.441,6.060499999999999,2005,2015,44.5857,-71.9487,VT
1VTDECWQ-501563,Mill River,Stream,168,79.7,9.86,33.56624404761905,1990,2017,44.78,-73.1447,VT
1VTDECWQ-501565,East Branch Passumpsic River,Stream,4,3.442,2.46,3.0295,2005,2015,44.6404,-71.8929,VT
1VTDECWQ-501568,Dish Mill Brook,Stream,1,9.59,9.59,9.59,2006,2006,44.5894,-71.9257,VT
1VTDECWQ-501569,Dish Mill Brook,Stream,3,11.3,6.46,8.663666666666668,2005,2015,44.5895,-71.923,VT
1VTDECWQ-501571,Dish Mill Brook Trib 2,Stream,2,17.8,15.2,16.5,2005,2006,44.5917,-71.9181,VT
1VTDECWQ-501575,Stevens Brook,Stream,197,368,2.9,82.92411167512691,1990,2017,44.8494,-73.1197,VT
1VTDECWQ-501576,Miles Stream,Stream,1,12,12,12,2012,2012,44.417,-71.7579,VT
1VTDECWQ-501577,Miles Stream,Stream,1,6.33,6.33,6.33,2010,2010,44.4308,-71.7658,VT
1VTDECWQ-501579,Carr Brook,Stream,1,6.96,6.96,6.96,2005,2005,44.4569,-71.7881,VT
1VTDECWQ-501580,Neal Brook,Stream,1,3.68,3.68,3.68,2005,2005,44.4419,-71.6761,VT
1VTDECWQ-501581,Mink Brook,Stream,1,6.9,6.9,6.9,2004,2004,44.4553,-71.6936,VT
1VTDECWQ-501582,Washburn Brook,Stream,1,2.67,2.67,2.67,2012,2012,44.5669,-71.6017,VT
1VTDECWQ-501593,Madison Brook,Stream,1,2,2,2,2012,2012,44.6768,-71.724,VT
1VTDECWQ-501594,Laplatte River,Stream,456,180,5.1,29.740482456140352,1990,2017,44.3703,-73.2169,VT
1VTDECWQ-501595,North Branch Paul Stream,Stream,1,2,2,2,2012,2012,44.7135,-71.7735,VT
1VTDECWQ-501599,Nulhegan River,Stream,5,2.98,2.4,2.626,2004,2009,44.7522,-71.6356,VT
1VTDECWQ-501600,Nulhegan River,Stream,9,3.66,2.009,2.7343333333333333,2009,2017,44.7557,-71.6366,VT
1VTDECWQ-501601,Nulhegan River,Stream,1,2.77,2.77,2.77,2013,2013,44.7828,-71.6922,VT
1VTDECWQ-501603,Nulhegan River,Stream,1,5.66,5.66,5.66,2006,2006,44.785,-71.8044,VT
1VTDECWQ-501604,East Branch Nulhegan River,Stream,2,2,2,2,2012,2012,44.7809,-71.6586,VT
1VTDECWQ-501605,Northeast Arm - Lake Champlain,Lake,35,11.6,8.3,9.291428571428572,1990,1996,44.9178,-73.1864,VT
1VTDECWQ-501611,Black Branch Nulhegan River,Stream,1,2,2,2,2012,2012,44.8034,-71.7078,VT
1VTDECWQ-501631,Paul John Brook,Stream,1,2,2,2,2012,2012,44.7647,-71.8278,VT
1VTDECWQ-501632,Goupee Brook,Stream,1,2,2,2,2012,2012,44.778,-71.8333,VT
1VTDECWQ-501634,Keyer Brook,Stream,1,2,2,2,2012,2012,44.9807,-71.5554,VT
1VTDECWQ-501639,Sutton Brook,Stream,1,2,2,2,2004,2004,44.9594,-71.8453,VT
1VTDECWQ-501641,Stearns Brook,Stream,2,13.6,6.6,10.1,2004,2012,44.9787,-72.0276,VT
1VTDECWQ-501642,Stearns Brook Trib,Stream,6,27.6,13.1,23.173333333333332,2004,2014,44.9868,-72.0344,VT
1VTDECWQ-501644,Johns River,Stream,1,34.9,34.9,34.9,2006,2006,45.0056,-72.1631,VT
1VTDECWQ-501645,Johns River,Stream,1,34,34,34,2009,2009,45.0013,-72.1594,VT
1VTDECWQ-501647,Johns River,Stream,2,32.9,32.8,32.849999999999994,2009,2009,44.9961,-72.1344,VT
1VTDECWQ-501648,Johns River,Stream,1,3.87,3.87,3.87,2009,2009,44.9834,-72.1097,VT
1VTDECWQ-501649,Darling Hill Brook,Stream,1,29.7,29.7,29.7,2009,2009,45.0009,-72.1387,VT
1VTDECWQ-501650,Crystal Brook,Stream,6,29.37,16.3,22.82,2004,2015,44.9894,-72.1075,VT
1VTDECWQ-501652,Crystal Brook,Stream,2,8,4.8,6.4,2004,2014,44.9939,-72.0872,VT
1VTDECWQ-501654,Pherrins River,Stream,1,9.52,9.52,9.52,2009,2009,44.8113,-71.8889,VT
1VTDECWQ-501655,Pherrins River,Stream,1,9.59,9.59,9.59,2009,2009,44.8139,-71.8885,VT
1VTDECWQ-501656,Pherrins River,Stream,1,10.3,10.3,10.3,2004,2004,44.8242,-71.9008,VT
1VTDECWQ-501657,Barton River,Stream,1,16.9,16.9,16.9,2009,2009,44.8161,-72.2044,VT
1VTDECWQ-501658,Barton River,Stream,2,23.9,15.3,19.6,2004,2009,44.8147,-72.2056,VT
1VTDECWQ-501659,Barton River,Stream,1,19.7,19.7,19.7,2009,2009,44.762,-72.2018,VT
1VTDECWQ-501660,Barton River,Stream,1,17,17,17,2009,2009,44.7563,-72.1875,VT
1VTDECWQ-501661,Alder Brook,Stream,1,8.33,8.33,8.33,2009,2009,44.869,-72.22,VT
1VTDECWQ-501662,Willoughby River,Stream,1,7.2,7.2,7.2,2004,2004,44.8053,-72.1375,VT
1VTDECWQ-501664,Roaring Brook,Stream,2,4.17,3.8,3.985,2009,2014,44.7385,-72.2182,VT
1VTDECWQ-501667,Black River,Stream,2,9.35,8.3,8.825,2004,2009,44.805,-72.275,VT
1VTDECWQ-501668,Black River,Stream,1,10.2,10.2,10.2,2004,2004,44.6422,-72.3925,VT
1VTDECWQ-501669,Black River,Stream,1,2.4,2.4,2.4,2004,2004,44.6481,-72.3622,VT
1VTDECWQ-501670,Stoney Brook,Stream,2,20.7,14.4,17.55,2009,2010,44.8931,-72.2583,VT
1VTDECWQ-501671,Stoney Brook,Stream,1,9.77,9.77,9.77,2010,2010,44.906,-72.259,VT
1VTDECWQ-501672,Brighton Brook,Stream,2,13,10.8,11.9,2004,2014,44.8128,-72.2997,VT
1VTDECWQ-501673,Lords Creek,Stream,1,2.3,2.3,2.3,2004,2004,44.7872,-72.2831,VT
1VTDECWQ-501674,Pike River,Stream,2,11,9,10,2004,2009,44.9967,-72.8272,VT
1VTDECWQ-501675,Natchriebi Brook,Stream,1,11,11,11,2004,2004,44.9914,-72.9122,VT
1VTDECWQ-501676,Groat Brook,Stream,3,17.3,11.1,13.9,2004,2013,44.9849,-72.9188,VT
1VTDECWQ-501678,Saxe Brook,Stream,3,18.1,16.4,17.166666666666668,2004,2016,44.9939,-73.0659,VT
1VTDECWQ-501679,Saxe Brook,Stream,1,18.1,18.1,18.1,2016,2016,44.9837,-73.0613,VT
1VTDECWQ-501682,Rock River,Stream,1,13.5,13.5,13.5,2004,2004,44.9683,-73.0139,VT
1VTDECWQ-501683,Rock River,Stream,1,9.97,9.97,9.97,2007,2007,44.9633,-72.9922,VT
1VTDECWQ-501684,Rock River,Stream,3,8.38,5.79,7.156666666666667,2004,2007,44.9731,-72.9681,VT
1VTDECWQ-501685,Rock River,Stream,2,12.7,9.61,11.155,2008,2013,44.972,-72.967,VT
1VTDECWQ-501686,Rock River,Stream,2,4.5,2.39,3.4450000000000003,2007,2008,44.9736,-72.9308,VT
1VTDECWQ-501688,Missisquoi River,Stream,1,10.1,10.1,10.1,2009,2009,44.927,-72.988,VT
1VTDECWQ-501689,Missisquoi River,Stream,1,9.92,9.92,9.92,2009,2009,44.902,-72.952,VT
1VTDECWQ-501690,Missisquoi River,Stream,3,7.73,6.82,7.263333333333334,2009,2013,44.9072,-72.9167,VT
1VTDECWQ-501691,Missisquoi River,Stream,4,10.1,7.95,8.64,2004,2013,44.9028,-72.8139,VT
1VTDECWQ-501693,Missisquoi River,Stream,6,9.85,7.1,8.776666666666667,2004,2017,44.9847,-72.6961,VT
1VTDECWQ-501694,Missisquoi River,Stream,1,9.47,9.47,9.47,2009,2009,44.992,-72.6825,VT
1VTDECWQ-501695,Mississquoi Braid,Stream,1,8.6,8.6,8.6,2009,2009,44.9926,-72.6803,VT
1VTDECWQ-501696,Missisquoi River,Stream,3,8.86,6.35,7.403333333333333,2004,2013,44.9571,-72.3937,VT
1VTDECWQ-501697,Missisquoi River,Stream,3,7.34,3.96,6.12,2009,2017,44.9497,-72.4005,VT
1VTDECWQ-501698,Missisquoi River,Stream,1,7.27,7.27,7.27,2009,2009,44.9451,-72.4014,VT
1VTDECWQ-501699,Missisquoi River,Stream,1,6.95,6.95,6.95,2009,2009,44.9421,-72.4014,VT
1VTDECWQ-501703,Kelly Brook,Stream,1,20.6,20.6,20.6,2009,2009,44.9333,-73.0758,VT
1VTDECWQ-501704,Hungerford Brook,Stream,3,37.7,32.7,34.66666666666667,2004,2007,44.9203,-73.0575,VT
1VTDECWQ-501705,Hungerford Brook,Stream,4,86.7,40.4,64.875,2004,2011,44.895,-73.0578,VT
1VTDECWQ-501706,Hungerford Trib 4,Stream,1,26.8,26.8,26.8,2009,2009,44.9072,-73.0417,VT
1VTDECWQ-501707,Sheldon Spring Trib,Stream,2,21.1,17.4,19.25,2003,2004,44.9056,-72.9789,VT
1VTDECWQ-501708,Black Creek,Stream,1,12.1,12.1,12.1,2009,2009,44.7892,-72.87,VT
1VTDECWQ-501711,Dead Creek,Stream,1,6.6,6.6,6.6,2009,2009,44.8509,-72.9445,VT
1VTDECWQ-501713,Swamp School Brook,Stream,1,16.6,16.6,16.6,2006,2006,44.7886,-73.0078,VT
1VTDECWQ-501714,Swamp School Brook,Stream,1,23,23,23,2009,2009,44.7879,-73.0133,VT
1VTDECWQ-501715,Wanzer Brook,Stream,2,5.47,3.2,4.335,2004,2006,44.8311,-72.908,VT
1VTDECWQ-501716,Wanzer Brook,Stream,4,5.01,3.2,4.2675,2004,2010,44.8339,-72.8822,VT
1VTDECWQ-501717,Wanzer Brook,Stream,8,6.62,2.37,4.22375,2007,2013,44.834,-72.8741,VT
1VTDECWQ-501718,Wanzer Brook,Stream,1,3.66,3.66,3.66,2010,2010,44.8348,-72.8724,VT
1VTDECWQ-501719,Wanzer Brook,Stream,7,4.04,2.04,2.7285714285714286,2007,2013,44.835,-72.8687,VT
1VTDECWQ-501720,Wanzer Brook,Stream,1,2.85,2.85,2.85,2010,2010,44.8366,-72.8672,VT
1VTDECWQ-501722,Chester Brook,Stream,2,2.26,2.01,2.135,2007,2010,44.8306,-72.8667,VT
1VTDECWQ-501724,Goodsell Brook,Stream,3,8.32,3.3,5.273333333333333,2004,2013,44.8967,-72.8633,VT
1VTDECWQ-501725,East Sheldon Missisquoi Trib,Stream,1,3.81,3.81,3.81,2009,2009,44.898,-72.8529,VT
1VTDECWQ-501726,Tyler Branch,Stream,1,6.5,6.5,6.5,2004,2004,44.885,-72.8142,VT
1VTDECWQ-501727,Tyler Branch,Stream,1,2.63,2.63,2.63,2009,2009,44.8474,-72.7372,VT
1VTDECWQ-501728,The Branch,Stream,1,9.2,9.2,9.2,2004,2004,44.8414,-72.8058,VT
1VTDECWQ-501730,Beaver Meadow Brook,Stream,1,2.3,2.3,2.3,2004,2004,44.8239,-72.8189,VT
1VTDECWQ-501731,Trout Brook,Stream,1,7.6,7.6,7.6,2004,2004,44.9358,-72.7853,VT
1VTDECWQ-501732,Samsonville Brook,Stream,2,12.1,6.5,9.3,2004,2009,44.9231,-72.7353,VT
1VTDECWQ-501739,Godin Brook,Stream,2,14.8,9,11.9,2004,2014,44.9692,-72.7008,VT
1VTDECWQ-501740,Godin Brook,Stream,2,14.7,9,11.85,2004,2009,44.9719,-72.7053,VT
1VTDECWQ-501742,Godin Brook,Stream,1,15.1,15.1,15.1,2009,2009,44.9765,-72.7096,VT
1VTDECWQ-501745,Berry Brook,Stream,1,6.4,6.4,6.4,2004,2004,44.9961,-72.6856,VT
1VTDECWQ-501749,Berry Brook,Stream,1,6.16,6.16,6.16,2014,2014,45.0051,-72.6956,VT
1VTDECWQ-501750,North Branch Berry Brook,Stream,2,15,9.77,12.385,2004,2009,45.0056,-72.6936,VT
1VTDECWQ-501751,Mud Creek,Stream,2,10.4,9.7,10.05,2004,2013,44.9986,-72.3606,VT
1VTDECWQ-501752,Mud Creek,Stream,3,20.7,10.9,14.3,2004,2013,44.9769,-72.3331,VT
1VTDECWQ-501753,Mud Creek,Stream,1,36.2,36.2,36.2,2009,2009,44.9627,-72.3079,VT
1VTDECWQ-501754,Mud Creek Trib 10,Stream,1,11.5,11.5,11.5,2004,2004,44.9689,-72.3125,VT
1VTDECWQ-501758,Jay Branch,Stream,3,16.6,14.6,15.633333333333333,2004,2009,44.9389,-72.4589,VT
1VTDECWQ-501759,Jay Branch,Stream,3,7.15,2.25,5.493333333333333,2005,2009,44.9422,-72.4744,VT
1VTDECWQ-501760,Jay Branch,Stream,7,5.86,2.28,3.888571428571429,2005,2014,44.94,-72.5022,VT
1VTDECWQ-501762,South Mountain Branch,Stream,1,21.5,21.5,21.5,2012,2012,44.9384,-72.4789,VT
1VTDECWQ-501763,Jay Branch Trib 9,Stream,3,89.9,14.8,55.96666666666667,2005,2007,44.9386,-72.4919,VT
1VTDECWQ-501764,Jay Branch Trib 12,Stream,1,100,100,100,2008,2008,44.9408,-72.512200000000007,VT
1VTDECWQ-501765,Beetle Brook,Stream,2,3.71,3.6,3.6550000000000002,2004,2013,44.8983,-72.3919,VT
1VTDECWQ-501767,Coburn Brook,Stream,3,2.8,2.42,2.5633333333333335,2004,2013,44.9014,-72.4083,VT
1VTDECWQ-501769,Taft Brook,Stream,1,2.03,2.03,2.03,2006,2006,44.8864,-72.4147,VT
1VTDECWQ-501770,Taft Brook,Stream,1,3,3,3,2004,2004,44.8861,-72.4158,VT
1VTDECWQ-501776,Mineral Spring Brook,Stream,1,2.2,2.2,2.2,2004,2004,44.8619,-72.4183,VT
1VTDECWQ-501779,Burgess Branch,Stream,1,4.8,4.8,4.8,2005,2005,44.7708,-72.5164,VT
1VTDECWQ-501782,Burgess Branch,Stream,4,3.5,2.36,2.9975,2007,2013,44.7697,-72.5197,VT
1VTDECWQ-501788,Stevens Brook,Stream,5,298,126,200,2004,2016,44.8481,-73.0997,VT
1VTDECWQ-501789,Stevens Brook,Stream,2,166,147,156.5,2003,2004,44.8447,-73.0933,VT
1VTDECWQ-501790,Stevens Brook,Stream,1,145,145,145,2003,2003,44.8183,-73.0881,VT
1VTDECWQ-501792,Stevens Brook,Stream,1,348,348,348,2016,2016,44.8154,-73.0891,VT
1VTDECWQ-501793,Stevens Brook,Stream,2,129,125,127,2004,2011,44.8075,-73.0926,VT
1VTDECWQ-501794,Lamoille River,Stream,408,20.5,2.38,9.02247549019608,1990,2017,44.6328,-73.1731,VT
1VTDECWQ-501797,Stevens Brook Trib 7,Stream,1,239,239,239,2008,2008,44.8462,-73.0913,VT
1VTDECWQ-501799,Mill River,Stream,4,41,34.3,38.625,2004,2009,44.7793,-73.1435,VT
1VTDECWQ-501801,Mill River,Stream,1,29.7,29.7,29.7,2009,2009,44.7489,-73.125,VT
1VTDECWQ-501802,Mill River,Stream,1,45.5,45.5,45.5,2006,2006,44.7592,-73.08,VT
1VTDECWQ-501803,Rugg Brook,Stream,2,70.2,51.6,60.900000000000006,2009,2011,44.8036,-73.097,VT
1VTDECWQ-501804,Rugg Brook,Stream,1,70.2,70.2,70.2,2004,2004,44.8036,-73.0978,VT
1VTDECWQ-501805,Rugg Brook,Stream,3,79.8,60,68.66666666666667,2009,2012,44.7941,-73.0847,VT
1VTDECWQ-501807,Stone Bridge Brook,Stream,3,27.7,21.9,24.8,2004,2011,44.677,-73.2059,VT
1VTDECWQ-501808,Stone Bridge Brook,Stream,2,52.8,32.4,42.599999999999994,2003,2016,44.7065,-73.1532,VT
1VTDECWQ-501810,Lamoille River,Stream,3,14.7,13.1,14.166666666666666,2007,2013,44.6798,-73.0706,VT
1VTDECWQ-501811,Lamoille River,Stream,2,12.9,9.05,10.975000000000001,2007,2011,44.6606,-73.0097,VT
1VTDECWQ-501813,Lamoille River,Stream,4,17.5,8.8,11.975,2004,2017,44.6411,-72.8448,VT
1VTDECWQ-501814,Lamoille River,Stream,4,17.2,9.5,11.9025,2004,2017,44.5169,-72.3811,VT
1VTDECWQ-501815,Lamoille River,Stream,1,6.3,6.3,6.3,2004,2004,44.5242,-72.2925,VT
1VTDECWQ-501816,Lamoille River,Stream,2,4.25,3.96,4.105,2007,2013,44.5597,-72.2569,VT
1VTDECWQ-501818,Streeter Brook,Stream,5,56.3,31.25,40.81,2003,2013,44.6558,-73.1475,VT
1VTDECWQ-501822,Deer Brook,Stream,1,36.45,36.45,36.45,2013,2013,44.6917,-73.0933,VT
1VTDECWQ-501824,Deer Brook,Stream,1,229,229,229,2003,2003,44.6964,-73.1061,VT
1VTDECWQ-501825,Deer Brook,Stream,1,31.7,31.7,31.7,2011,2011,44.6989,-73.1044,VT
1VTDECWQ-501826,Deer Brook,Stream,1,79.2,79.2,79.2,2003,2003,44.7014,-73.1022,VT
1VTDECWQ-501830,Browns River,Stream,1,16.6,16.6,16.6,2004,2004,44.5547,-73.0347,VT
1VTDECWQ-501831,Browns River,Stream,1,15.1,15.1,15.1,2004,2004,44.5022,-73.0219,VT
1VTDECWQ-501834,Browns River,Stream,1,13.7,13.7,13.7,2007,2007,44.5147,-72.9603,VT
1VTDECWQ-501835,Browns River,Stream,1,12,12,12,2007,2007,44.518,-72.9314,VT
1VTDECWQ-501837,Browns River,Stream,1,10.3,10.3,10.3,2007,2007,44.5082,-72.906,VT
1VTDECWQ-501841,Morgan Brook,Stream,2,5.59,5.34,5.465,2007,2007,44.6002,-73.0042,VT
1VTDECWQ-501843,Abbey Brook,Stream,2,7.26,5.96,6.609999999999999,2007,2013,44.5278,-73.0303,VT
1VTDECWQ-501845,Lee River,Stream,1,16.4,16.4,16.4,2016,2016,44.4814,-72.9667,VT
1VTDECWQ-501846,Lee River,Stream,2,5.85,4.93,5.39,2007,2013,44.4814,-72.9656,VT
1VTDECWQ-501848,The Creek,Stream,3,15.8,8.07,13.056666666666667,2006,2014,44.5361,-72.9469,VT
1VTDECWQ-501850,Mill Brook,Stream,2,19.1,18.3,18.700000000000003,2003,2007,44.6633,-73.0108,VT
1VTDECWQ-501851,Mill Brook,Stream,1,17.8,17.8,17.8,2003,2003,44.6656,-73.0086,VT
1VTDECWQ-501852,Mill Brook,Stream,2,17.9,14,15.95,2003,2007,44.6981,-72.9869,VT
1VTDECWQ-501855,Stones Brook,Stream,1,9.75,9.75,9.75,2007,2007,44.6739,-72.9277,VT
1VTDECWQ-501856,Brewster River,Stream,2,10.2,8.14,9.17,2004,2007,44.6439,-72.8256,VT
1VTDECWQ-501858,Brewster River,Stream,2,14.8,5.04,9.92,2007,2013,44.6095,-72.8109,VT
1VTDECWQ-501860,Brewster River,Stream,1,13.4,13.4,13.4,2004,2004,44.5903,-72.7931,VT
1VTDECWQ-501862,Brewster River Trib 10,Stream,2,46.9,40,43.45,2007,2013,44.585,-72.7889,VT
1VTDECWQ-501866,North Branch Lamoille River,Stream,2,3.97,3.5,3.7350000000000003,2004,2013,44.6886,-72.7708,VT
1VTDECWQ-501870,Foot Brook,Stream,1,3.29,3.29,3.29,2013,2013,44.6619,-72.6908,VT
1VTDECWQ-501871,Gihon River,Stream,4,11.2,9.31,10.2775,2004,2017,44.6339,-72.6847,VT
1VTDECWQ-501873,Gihon River,Stream,1,6.58,6.58,6.58,2013,2013,44.6858,-72.5881,VT
1VTDECWQ-501874,Gihon River,Stream,4,8.34,4.17,6.4425,2007,2013,44.7116,-72.5344,VT
1VTDECWQ-501876,Dark Branch,Stream,2,3.87,2.69,3.2800000000000002,2007,2009,44.7128,-72.5345,VT
1VTDECWQ-501877,Dark Branch,Stream,1,2.8,2.8,2.8,2007,2007,44.7296,-72.5304,VT
1VTDECWQ-501889,Kenfield Brook,Stream,3,2.54,2.3,2.453333333333333,2004,2013,44.5603,-72.6328,VT
1VTDECWQ-501892,Ryder Brook,Stream,1,14.9,14.9,14.9,2013,2013,44.5547,-72.6161,VT
1VTDECWQ-501894,Rodman Brook,Stream,6,39,15.6,32.016666666666666,2007,2007,44.5653,-72.5582,VT
1VTDECWQ-501895,Rodman Brook,Stream,8,38.9,11.7,29.95,2006,2007,44.5681,-72.5597,VT
1VTDECWQ-501896,Rodman Brook,Stream,11,45.1,11.6,31.170909090909092,2005,2014,44.57,-72.5572,VT
1VTDECWQ-501897,Rodman Brook,Stream,10,23.9,10.4,18.62,2005,2014,44.5747,-72.5572,VT
1VTDECWQ-501898,Wild Branch,Stream,1,6.67,6.67,6.67,2007,2007,44.5722,-72.4783,VT
1VTDECWQ-501901,Stannard Brook,Stream,1,2.5,2.5,2.5,2004,2004,44.5406,-72.2639,VT
1VTDECWQ-501903,Winooski River,Stream,408,45.7,4.4,15.358865196078431,1990,2017,44.5253,-73.2567,VT
1VTDECWQ-501906,Malletts Creek,Stream,2,32.3,17.1,24.7,2004,2009,44.5739,-73.1394,VT
1VTDECWQ-501908,Allen Brook,Stream,2,126,86.1,106.05,2003,2016,44.5751,-73.1581,VT
1VTDECWQ-501909,Allen Brook,Stream,1,123,123,123,2016,2016,44.579,-73.158,VT
1VTDECWQ-501910,Allen Brook,Stream,3,141,72.4,95.53333333333333,2009,2016,44.5911,-73.1638,VT
1VTDECWQ-501914,Mallets Creek Trib 8,Stream,3,33.7,16.1,26.633333333333336,2003,2009,44.6325,-73.1008,VT
1VTDECWQ-501915,Indian Brook,Stream,2,176,107,141.5,2003,2004,44.5422,-73.1547,VT
1VTDECWQ-501916,Indian Brook,Stream,7,237,70.9,138.68285714285713,2003,2015,44.5136,-73.1275,VT
1VTDECWQ-501917,Indian Brook,Stream,3,84.38,82.1,83.42666666666666,2006,2015,44.5075,-73.1184,VT
1VTDECWQ-501918,Indian Brook,Stream,9,229,50.8,129.22222222222223,2004,2016,44.4947,-73.1059,VT
1VTDECWQ-501919,Indian Brook,Stream,2,218,64.2,141.1,2003,2004,44.4947,-73.0961,VT
1VTDECWQ-501920,Indian Brook,Stream,2,107,28.8,67.9,2011,2016,44.5001,-73.0924,VT
1VTDECWQ-501921,Indian Brook,Stream,21,211,9.51,69.9347619047619,2012,2015,44.5044,-73.0919,VT
1VTDECWQ-501923,Winooski River,Stream,2,26.7,23.1,24.9,2010,2010,44.5292,-73.2668,VT
1VTDECWQ-501924,Winooski River,Stream,2,26.4,23,24.7,2010,2010,44.5275,-73.2674,VT
1VTDECWQ-501925,Winooski River,Stream,1,28.1,28.1,28.1,2008,2008,44.5242,-73.2553,VT
1VTDECWQ-501927,Winooski River,Stream,2,36.3,25.6,30.95,2010,2010,44.4917,-73.2022,VT
1VTDECWQ-501928,Winooski River,Stream,2,27.8,25.7,26.75,2010,2010,44.4888,-73.1956,VT
1VTDECWQ-501929,Winooski River,Stream,2,27.6,25.6,26.6,2010,2010,44.488,-73.1193,VT
1VTDECWQ-501932,Winooski River,Stream,1,28.4,28.4,28.4,2004,2004,44.4747,-73.1364,VT
1VTDECWQ-501933,Winooski River,Stream,3,37.38,14.8,23.26,2005,2015,44.4765,-73.1245,VT
1VTDECWQ-501934,Winooski River,Stream,1,38.175,38.175,38.175,2015,2015,44.4806,-73.115,VT
1VTDECWQ-501935,Winooski River,Stream,1,23.1,23.1,23.1,2004,2004,44.4442,-73.02,VT
1VTDECWQ-501936,Winooski River,Stream,1,36.21,36.21,36.21,2015,2015,44.4029,-73.0033,VT
1VTDECWQ-501937,Winooski River,Stream,1,24.7,24.7,24.7,2008,2008,44.3442,-72.7733,VT
1VTDECWQ-501938,Winooski River,Stream,2,44.25,27,35.625,2005,2015,44.3431,-72.7722,VT
1VTDECWQ-501939,Winooski River,Stream,2,45.24,24.8,35.02,2008,2015,44.3379,-72.7639,VT
1VTDECWQ-501940,Winooski River,Stream,1,26.3,26.3,26.3,2004,2004,44.3283,-72.7506,VT
1VTDECWQ-501941,Winooski River,Stream,2,27,24.8,25.9,2004,2005,44.3139,-72.7078,VT
1VTDECWQ-501942,Winooski River,Stream,4,48.5,12.1,34.44375,2010,2015,44.2582,-72.6065,VT
1VTDECWQ-501943,Winooski River,Stream,4,46.875,10.9,30.94375,2010,2015,44.2563,-72.5986,VT
1VTDECWQ-501944,Winooski River,Stream,8,41.2,3.5,26.9875,2004,2014,44.2608,-72.5832,VT
1VTDECWQ-501947,Winooski River,Stream,1,15,15,15,2010,2010,44.2387,-72.5284,VT
1VTDECWQ-501948,Winooski River,Stream,1,10.1,10.1,10.1,2004,2004,44.2384,-72.5269,VT
1VTDECWQ-501949,Winooski River,Stream,1,16.3,16.3,16.3,2005,2005,44.2428,-72.5125,VT
1VTDECWQ-501950,Winooski River,Stream,1,14.5,14.5,14.5,2004,2004,44.2672,-72.4897,VT
1VTDECWQ-501951,Winooski River,Stream,3,18.07,12.23,15.8,2010,2015,44.3906,-72.3308,VT
1VTDECWQ-501953,Winooski River,Stream,2,26.3,21,23.65,2006,2010,44.3989,-72.3219,VT
1VTDECWQ-501954,Winooski River,Stream,2,25,18.8,21.9,2005,2006,44.4011,-72.315,VT
1VTDECWQ-501955,Winooski River,Stream,1,18,18,18,2006,2006,44.4014,-72.3139,VT
1VTDECWQ-501957,Winooski River,Stream,1,37.7,37.7,37.7,2005,2005,44.4061,-72.3108,VT
1VTDECWQ-501959,Sunderland Brook,Stream,2,120,89.7,104.85,2003,2011,44.5172,-73.2041,VT
